"From (address)"|"From (display)"|"Sent on behalf of (address)"|"Date Sent"|"Subject"|"Body"|"Body HTML"
|"Monica Gerson"||"8/8/2014 7:23:10 AM"|"Canaccord Genuity Initiates Silicon Laboratories With Buy"|"Analysts at Canaccord Genuity initiated coverage on Silicon Laboratories (NASDAQ: SLAB <http://feeds.benzinga.com/stock/slab#NASDAQ> ) with ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/X_P-OoN1ZR8> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/X_P-OoN1ZR8/canaccord-genuity-initiates-silicon-laboratories-with-buy> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Canaccord Genuity initiated coverage on Silicon Laboratories (NASDAQ: <a class=""ticker"" href=""/stock/slab#NASDAQ"">SLAB</a>) with ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/X_P-OoN1ZR8"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/X_P-OoN1ZR8/canaccord-genuity-initiates-silicon-laboratories-with-buy"">View article...</A></p></body></html>"
|"Lisa Levin"||"8/11/2014 9:08:48 AM"|"Benzinga's Top Initiations"|"Analysts at Stifel Nicolaus initiated coverage on Mavenir Systems (NYSE: ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/6bq7ejKJTNA> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/6bq7ejKJTNA/benzingas-top-initiations> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Stifel Nicolaus initiated coverage on Mavenir Systems (NYSE: ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/6bq7ejKJTNA"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/6bq7ejKJTNA/benzingas-top-initiations"">View article...</A></p></body></html>"
|"Monica Gerson"||"8/11/2014 8:42:03 AM"|"Cowen & Company Initiates Roka Bioscience At Outperform"|"Cowen & Company initiated coverage on shares of Roka Bioscience (NASDAQ: ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/9BLZoS-6trk> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/9BLZoS-6trk/cowen-company-initiates-roka-bioscience-at-outperform> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Cowen &amp; Company initiated coverage on shares of Roka Bioscience (NASDAQ: ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/9BLZoS-6trk"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/9BLZoS-6trk/cowen-company-initiates-roka-bioscience-at-outperform"">View article...</A></p></body></html>"
|"Luke Jacobi"||"8/11/2014 8:35:52 AM"|"CareDx's 3-Part Bull & 3-Part Bear Cases"|"CareDx (NASDAQ: CDNA <http://feeds.benzinga.com/stock/cdna#NASDAQ> ) was initiated on by four analysts with an ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/4Hn0qiiR9Zw> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/4Hn0qiiR9Zw/caredxs-3-part-bull-3-part-bear-cases> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  <strong>CareDx</strong> (NASDAQ: <a class=""ticker"" href=""/stock/cdna#NASDAQ"">CDNA</a>) was initiated on by four analysts with an ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/4Hn0qiiR9Zw"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/4Hn0qiiR9Zw/caredxs-3-part-bull-3-part-bear-cases"">View article...</A></p></body></html>"
|"Monica Gerson"||"8/11/2014 8:35:41 AM"|"Piper Jaffray Initiates CareDx With Overweight"|"Analysts at Piper Jaffray initiated coverage on shares of CareDx ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/gcas-B98LIQ> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/gcas-B98LIQ/piper-jaffray-initiates-caredx-with-overweight> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Piper Jaffray initiated coverage on shares of CareDx ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/gcas-B98LIQ"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/gcas-B98LIQ/piper-jaffray-initiates-caredx-with-overweight"">View article...</A></p></body></html>"
|"Monica Gerson"||"8/11/2014 8:27:41 AM"|"Canaccord Genuity Initiates ARC Group Worldwide At Buy"|"Analysts at Canaccord Genuity initiated coverage on shares of ARC Group Worldwide (NASDAQ: 

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/wifZuVuP3HQ> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/wifZuVuP3HQ/canaccord-genuity-initiates-arc-group-worldwide-at-buy> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Canaccord Genuity initiated coverage on shares of ARC Group Worldwide (NASDAQ: <a class=""ticker"" ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/wifZuVuP3HQ"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/wifZuVuP3HQ/canaccord-genuity-initiates-arc-group-worldwide-at-buy"">View article...</A></p></body></html>"
|"Monica Gerson"||"8/11/2014 8:11:30 AM"|"Stifel Nicolaus Initiates Mavenir Systems With Buy"|"Analysts at Stifel Nicolaus initiated coverage on Mavenir Systems (NYSE: 

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/xJooJ0CSmmQ> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/xJooJ0CSmmQ/stifel-nicolaus-initiates-mavenir-systems-with-buy> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Stifel Nicolaus initiated coverage on Mavenir Systems (NYSE: <a ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/xJooJ0CSmmQ"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/xJooJ0CSmmQ/stifel-nicolaus-initiates-mavenir-systems-with-buy"">View article...</A></p></body></html>"
|"Eric Niederer"||"8/12/2014 9:41:03 AM"|"UPDATE: Wunderlich Initiates Coverage On Abercrombie & Fitch"|"In a note released Tuesday morning, Wunderlich analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/5w7ugRSVkAI> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/5w7ugRSVkAI/update-wunderlich-initiates-coverage-on-abercrombie-fitc> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a note released Tuesday morning, Wunderlich analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/5w7ugRSVkAI"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/5w7ugRSVkAI/update-wunderlich-initiates-coverage-on-abercrombie-fitc"">View article...</A></p></body></html>"
|"Luke Jacobi"||"8/12/2014 9:39:21 AM"|"Wunderlich: Aeropostale 'Weathering The Storm'"|"In a report titled, ìWeathering the Storm,î Wunderlich initiated coverage of ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/SOyltttoVVk> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/SOyltttoVVk/wunderlich-aeropostale-weathering-the-storm> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a report titled, &ldquo;Weathering the Storm,&rdquo; Wunderlich initiated coverage of ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/SOyltttoVVk"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/SOyltttoVVk/wunderlich-aeropostale-weathering-the-storm"">View article...</A></p></body></html>"
|"Lisa Levin"||"8/12/2014 9:18:05 AM"|"Benzinga's Top Initiations "|"Analysts at BMO Capital initiated coverage on TubeMogul (NASDAQ: ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/tWp-1sKY4ZA> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/tWp-1sKY4ZA/benzingas-top-initiations> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at BMO Capital initiated coverage on TubeMogul (NASDAQ: ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/tWp-1sKY4ZA"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/tWp-1sKY4ZA/benzingas-top-initiations"">View article...</A></p></body></html>"
|"Monica Gerson"||"8/12/2014 8:35:52 AM"|"Canaccord Genuity Initiates Sage Therapeutics With Buy"|"Analysts at Canaccord Genuity initiated coverage on shares of Sage Therapeutics ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/2MgGshzRhU0> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/2MgGshzRhU0/canaccord-genuity-initiates-sage-therapeutics-with-buy> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Canaccord Genuity initiated coverage on shares of Sage Therapeutics ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/2MgGshzRhU0"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/2MgGshzRhU0/canaccord-genuity-initiates-sage-therapeutics-with-buy"">View article...</A></p></body></html>"
|"Monica Gerson"||"8/12/2014 8:09:04 AM"|"Stifel Nicolaus Initiates Illumina At Buy"|"Analysts at Stifel Nicolaus initiated coverage on shares of Illumina (NASDAQ: ILMN <http://feeds.benzinga.com/stock/ilmn#NASDAQ> ) with a ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/791dDiGzHII> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/791dDiGzHII/stifel-nicolaus-initiates-illumina-at-buy> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Stifel Nicolaus initiated coverage on shares of Illumina (NASDAQ: <a class=""ticker"" href=""/stock/ilmn#NASDAQ"">ILMN</a>) with a ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/791dDiGzHII"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/791dDiGzHII/stifel-nicolaus-initiates-illumina-at-buy"">View article...</A></p></body></html>"
|"Monica Gerson"||"8/12/2014 8:02:54 AM"|"Goldman Sachs Initiates TerraForm Power With Neutral"|"Analysts at Goldman Sachs initiated coverage on shares of TerraForm Power ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/MdIN7k_0AqU> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/MdIN7k_0AqU/goldman-sachs-initiates-terraform-power-with-neutral> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Goldman Sachs initiated coverage on shares of TerraForm Power ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/MdIN7k_0AqU"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/MdIN7k_0AqU/goldman-sachs-initiates-terraform-power-with-neutral"">View article...</A></p></body></html>"
|"Monica Gerson"||"8/12/2014 7:34:20 AM"|"BMO Capital Initiates TubeMogul At Market Perform"|"Analysts at BMO Capital initiated coverage on TubeMogul (NASDAQ: 

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/QLjMUJSz6k8> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/QLjMUJSz6k8/bmo-capital-initiates-tubemogul-at-market-perform> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at BMO Capital initiated coverage on TubeMogul (NASDAQ: <a ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/QLjMUJSz6k8"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/QLjMUJSz6k8/bmo-capital-initiates-tubemogul-at-market-perform"">View article...</A></p></body></html>"
|"Luke Jacobi"||"8/12/2014 11:29:53 AM"|"Wunderlich: Finding Upside In Teen Retailers"|"... <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/pixTQF3Fl3g> 	


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/pixTQF3Fl3g/wunderlich-finding-upside-in-teen-retailers> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>...<img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/pixTQF3Fl3g"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/pixTQF3Fl3g/wunderlich-finding-upside-in-teen-retailers"">View article...</A></p></body></html>"
|"Eric Niederer"||"8/12/2014 11:14:14 AM"|"UPDATE: Barclays Initiates Coverage On Trupanion"|"In a note released Tuesday morning, Barclays ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/9sLtRrPiKzk> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/9sLtRrPiKzk/update-barclays-initiates-coverage-on-trupanion> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a note released Tuesday morning, Barclays ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/9sLtRrPiKzk"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/9sLtRrPiKzk/update-barclays-initiates-coverage-on-trupanion"">View article...</A></p></body></html>"
|"Luke Jacobi"||"8/12/2014 11:10:43 AM"|"Wunderlich: American Eagle Is Leading The Transformation"|"Wunderlich weighed in on American Eagleís (NYSE: AEO <http://feeds.benzinga.com/stock/aeo#NYSE> ) turnaround plan in a research ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/CQ0z7vsWcII> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/CQ0z7vsWcII/wunderlich-american-eagle-is-leading-the-transformation> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  Wunderlich weighed in on <strong>American Eagle&rsquo;s </strong>(NYSE: <a class=""ticker"" href=""/stock/aeo#NYSE"">AEO</a>) turnaround plan in a research ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/CQ0z7vsWcII"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/CQ0z7vsWcII/wunderlich-american-eagle-is-leading-the-transformation"">View article...</A></p></body></html>"
|"Paul Quintaro"||"8/12/2014 11:36:23 AM"|"UPDATE: Stifel Nicolaus Initiates Coverage on Illumina, Inc. at Buy, Announces $200.00 PT"|"In a report published Tuesday morning, Stifel analyst Miroslava Minkova initiated coverage on ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/3GZPSbqF9Ng> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/3GZPSbqF9Ng/update-stifel-nicolaus-initiates-coverage-on-illumina-in> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Tuesday morning, Stifel analyst Miroslava Minkova initiated coverage on ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/3GZPSbqF9Ng"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/3GZPSbqF9Ng/update-stifel-nicolaus-initiates-coverage-on-illumina-in"">View article...</A></p></body></html>"
|"Paul Quintaro"||"8/12/2014 11:34:19 AM"|"UPDATE: Laidlow & Co. Initiates Coverage on Isis Pharmaceuticals, Inc. at Buy, Announces $52.00 PT"|"In a report published Tuesday morning, Laidlaw and Company Senior Biotechnology Analyst Yale Jen ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/SG5G5IlAN24> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/SG5G5IlAN24/update-laidlow-co-initiates-coverage-on-isis-pharmaceuti> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Tuesday morning, Laidlaw and Company Senior Biotechnology Analyst Yale Jen ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/SG5G5IlAN24"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/SG5G5IlAN24/update-laidlow-co-initiates-coverage-on-isis-pharmaceuti"">View article...</A></p></body></html>"
|"Paul Quintaro"||"8/12/2014 2:02:30 PM"|"HomeAway Shares Fall Despite New Buy Rating, $40 Target From UBS"|"Citing the company's strong position in the growing online vacation rental market ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/dI78s_GSz1A> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/dI78s_GSz1A/homeaway-shares-fall-despite-new-buy-rating-40-target-fr> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Citing the company&#039;s strong position in the growing online vacation rental market ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/dI78s_GSz1A"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/dI78s_GSz1A/homeaway-shares-fall-despite-new-buy-rating-40-target-fr"">View article...</A></p></body></html>"
|"Eric Niederer"||"8/13/2014 10:51:18 AM"|"Stifel Resumes Coverage Of Pandora"|"In a note released Wednesday morning, Stifel resumed coverage on Pandora Media ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/vcFGwS2deSg> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/vcFGwS2deSg/stifel-resumes-coverage-of-pandora> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a note released Wednesday morning, Stifel resumed coverage on <strong>Pandora Media</strong> ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/vcFGwS2deSg"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/vcFGwS2deSg/stifel-resumes-coverage-of-pandora"">View article...</A></p></body></html>"
|"Luke Jacobi"||"8/13/2014 10:42:17 AM"|"Stifel's Amazon Concerns To Consider"|"Amazon (NASDAQ: AMZN <http://feeds.benzinga.com/stock/amzn#NASDAQ> ) was resumed with ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/uGeVbCvmGAo> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/uGeVbCvmGAo/stifels-amazon-concerns-to-consider> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  <strong>Amazon </strong>(NASDAQ: <a class=""ticker"" href=""/stock/amzn#NASDAQ"">AMZN</a>) was resumed with ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/uGeVbCvmGAo"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/uGeVbCvmGAo/stifels-amazon-concerns-to-consider"">View article...</A></p></body></html>"
|"Eric Niederer"||"8/13/2014 10:40:25 AM"|"UPDATE: Stifel Resumes Coverage Of Google"|"Earlier Wednesday, Stifel released a noted in ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/jjnusQ2HTjg> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/jjnusQ2HTjg/update-stifel-resumes-coverage-of-google> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  Earlier Wednesday, Stifel released a noted in ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/jjnusQ2HTjg"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/jjnusQ2HTjg/update-stifel-resumes-coverage-of-google"">View article...</A></p></body></html>"
|"Luke Jacobi"||"8/13/2014 9:59:22 AM"|"Stifel's Case For $1,600 On Priceline"|"Priceline (NASDAQ: PCLN <http://feeds.benzinga.com/stock/pcln#NASDAQ> ) shares reacted little to ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/wJqhSfb1Lqo> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/wJqhSfb1Lqo/stifels-case-for-1-600-on-priceline> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  Priceline (NASDAQ: <a class=""ticker"" href=""/stock/pcln#NASDAQ"">PCLN</a>) shares reacted little to ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/wJqhSfb1Lqo"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/wJqhSfb1Lqo/stifels-case-for-1-600-on-priceline"">View article...</A></p></body></html>"
|"Eric Niederer"||"8/13/2014 9:57:26 AM"|"UPDATE: Stifel Resumes Coverage On Facebook"|"In a note released Wednesday morning, Stifel ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/K7FY2T5zDPQ> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/K7FY2T5zDPQ/update-stifel-resumes-coverage-on-facebook> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a note released Wednesday morning, Stifel ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/K7FY2T5zDPQ"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/K7FY2T5zDPQ/update-stifel-resumes-coverage-on-facebook"">View article...</A></p></body></html>"
|"Lisa Levin"||"8/13/2014 9:22:01 AM"|"Benzinga's Top Initiations"|"Analysts at RBC Capital initiated coverage on Mobileye (NYSE: ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/-HwBHuB0qFA> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/-HwBHuB0qFA/benzingas-top-initiations> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at RBC Capital initiated coverage on Mobileye (NYSE: ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/-HwBHuB0qFA"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/-HwBHuB0qFA/benzingas-top-initiations"">View article...</A></p></body></html>"
